SNo,Age,CryoSleep,Destination,FoodCourt,HomePlanet,RoomService,ShoppingMall,Spa,Transported,VIP,VRDeck
1548,21.0,False,TRAPPIST-1e,0.0,Earth,305.0,1.0,618.0,True,False,2.0
6390,31.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
3246,26.0,False,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,False,False,0.0
2744,0.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5679,25.0,False,TRAPPIST-1e,30.0,Earth,0.0,20.0,0.0,False,False,941.0
5582,19.0,False,TRAPPIST-1e,5.0,Mars,300.0,642.0,0.0,False,False,0.0
660,36.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
4975,33.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
7340,31.0,False,TRAPPIST-1e,0.0,Mars,166.0,297.0,835.0,False,False,0.0
6729,27.0,False,55 Cancri e,44.0,Europa,0.0,4761.0,5.0,True,False,41.0
893,14.0,False,55 Cancri e,885.0,Earth,0.0,8.0,0.0,True,False,0.0
4004,26.0,False,55 Cancri e,1269.0,Europa,1.0,4790.0,270.0,False,False,5116.0
6981,47.0,False,TRAPPIST-1e,61.0,Earth,0.0,805.0,0.0,True,False,6.0
3254,47.0,False,TRAPPIST-1e,10679.0,Europa,0.0,0.0,273.0,True,False,80.0
4877,46.0,False,PSO J318.5-22,153.0,Earth,0.0,0.0,0.0,False,False,397.0
7071,23.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7534,54.0,False,TRAPPIST-1e,793.0,Europa,0.0,0.0,87.0,False,False,1567.0
1193,21.0,False,TRAPPIST-1e,0.0,Mars,2066.0,15.0,0.0,False,False,1.0
53,38.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7937,49.0,False,55 Cancri e,2808.0,Europa,0.0,1083.0,110.0,False,False,1132.0
987,36.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3305,21.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2747,22.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
8401,41.0,False,TRAPPIST-1e,924.0,Earth,0.0,0.0,0.0,False,False,0.0
1940,29.0,False,55 Cancri e,0.0,Earth,270.0,0.0,25.0,False,False,343.0
3655,28.0,False,TRAPPIST-1e,1300.0,Europa,3.0,0.0,1250.0,False,False,1148.0
3075,32.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
878,38.0,False,TRAPPIST-1e,741.0,Earth,55.0,0.0,0.0,True,False,13.0
7916,23.0,False,TRAPPIST-1e,0.0,Earth,29.0,0.0,332.0,False,False,270.0
110,27.0,False,TRAPPIST-1e,157.0,Earth,82.0,429.0,238.0,False,False,1.0
8605,28.0,False,TRAPPIST-1e,7.0,Earth,0.0,6.0,0.0,False,False,482.0
7450,35.0,False,TRAPPIST-1e,246.0,Europa,0.0,25.0,42.0,False,False,3730.0
91,23.0,False,PSO J318.5-22,427.0,Earth,311.0,526.0,37.0,False,False,0.0
7795,19.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6979,7.0,False,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
128,34.0,False,TRAPPIST-1e,22.0,Earth,0.0,0.0,564.0,False,False,207.0
5557,29.0,False,TRAPPIST-1e,1644.0,Europa,0.0,0.0,0.0,False,False,3780.0
7075,18.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2524,33.0,False,TRAPPIST-1e,0.0,Mars,361.0,381.0,1622.0,False,False,0.0
2850,22.0,False,55 Cancri e,0.0,Earth,35.0,36.0,581.0,False,False,0.0
6545,7.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
8280,24.0,False,TRAPPIST-1e,2910.0,Europa,3.0,0.0,112.0,True,False,36.0
363,30.0,False,TRAPPIST-1e,0.0,Mars,1056.0,0.0,0.0,False,True,0.0
4010,25.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1425,61.0,False,TRAPPIST-1e,0.0,Mars,1114.0,68.0,0.0,False,False,0.0
251,35.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,888.0,False,False,0.0
7992,19.0,False,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
744,59.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
8001,18.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5072,41.0,False,TRAPPIST-1e,0.0,Mars,164.0,1115.0,1.0,False,False,18.0
3315,43.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3208,21.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
1052,55.0,False,PSO J318.5-22,46.0,Earth,98.0,0.0,743.0,True,False,0.0
2492,33.0,False,TRAPPIST-1e,1554.0,Europa,0.0,3813.0,0.0,True,False,1435.0
778,20.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2074,27.0,False,TRAPPIST-1e,86.0,Earth,0.0,0.0,252.0,False,False,570.0
4996,40.0,False,TRAPPIST-1e,0.0,Mars,286.0,2299.0,12.0,True,False,0.0
6402,54.0,False,55 Cancri e,704.0,Earth,0.0,0.0,0.0,False,False,0.0
7837,2.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2901,62.0,False,PSO J318.5-22,4513.0,Europa,0.0,0.0,85.0,True,True,1437.0
5585,18.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
819,20.0,False,TRAPPIST-1e,4754.0,Europa,2.0,0.0,246.0,True,False,31.0
6120,28.0,False,55 Cancri e,728.0,Earth,0.0,0.0,0.0,True,False,82.0
310,30.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
4221,11.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
7066,58.0,False,TRAPPIST-1e,257.0,Earth,1366.0,0.0,0.0,False,False,311.0
3543,18.0,False,TRAPPIST-1e,17.0,Earth,0.0,0.0,0.0,False,False,784.0
7776,17.0,False,TRAPPIST-1e,0.0,Earth,4.0,867.0,0.0,False,False,0.0
5799,0.0,False,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
849,31.0,False,TRAPPIST-1e,7461.0,Europa,0.0,0.0,369.0,True,False,450.0
4635,31.0,False,TRAPPIST-1e,20.0,Earth,210.0,0.0,1027.0,False,False,199.0
2354,28.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2597,46.0,False,TRAPPIST-1e,0.0,Earth,0.0,1661.0,52.0,True,False,8.0
4630,3.0,True,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
4727,23.0,False,TRAPPIST-1e,381.0,Earth,0.0,142.0,0.0,False,False,261.0
247,47.0,False,55 Cancri e,231.0,Earth,0.0,592.0,0.0,True,False,0.0
796,32.0,False,PSO J318.5-22,701.0,Mars,494.0,71.0,0.0,False,True,0.0
1351,24.0,False,TRAPPIST-1e,0.0,Earth,711.0,0.0,59.0,False,False,57.0
919,16.0,False,TRAPPIST-1e,0.0,Earth,3.0,35.0,150.0,False,False,478.0
8413,53.0,False,TRAPPIST-1e,1487.0,Earth,0.0,0.0,67.0,False,False,0.0
5546,15.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8171,20.0,False,TRAPPIST-1e,7759.0,Europa,0.0,18.0,4925.0,False,False,12685.0
2932,22.0,False,TRAPPIST-1e,1.0,Earth,0.0,379.0,0.0,False,False,336.0
214,32.0,False,TRAPPIST-1e,0.0,Mars,181.0,5.0,1634.0,False,True,0.0
429,1.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7650,31.0,False,TRAPPIST-1e,918.0,Earth,0.0,0.0,0.0,False,False,900.0
2308,26.0,False,TRAPPIST-1e,192.0,Earth,552.0,30.0,0.0,False,False,1.0
1505,31.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
117,18.0,False,TRAPPIST-1e,597.0,Earth,55.0,49.0,0.0,False,False,1.0
8659,37.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6728,30.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
3314,37.0,False,PSO J318.5-22,0.0,Mars,3.0,800.0,76.0,True,False,0.0
6359,29.0,False,TRAPPIST-1e,74.0,Earth,68.0,713.0,37.0,True,False,15.0
3148,6.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
7344,16.0,False,55 Cancri e,11.0,Earth,0.0,0.0,863.0,False,False,0.0
4909,29.0,False,TRAPPIST-1e,0.0,Earth,30.0,605.0,267.0,False,False,6.0
2353,18.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2613,22.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,1345.0
4424,39.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
2442,23.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3472,61.0,False,TRAPPIST-1e,5193.0,Europa,328.0,0.0,20.0,True,False,533.0
2690,15.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6443,42.0,False,55 Cancri e,516.0,Europa,1751.0,0.0,12.0,False,False,672.0
8557,27.0,False,TRAPPIST-1e,0.0,Earth,6.0,0.0,800.0,False,False,3.0
7674,18.0,False,PSO J318.5-22,0.0,Earth,0.0,19.0,751.0,False,False,4.0
8121,40.0,False,TRAPPIST-1e,155.0,Earth,21.0,0.0,267.0,False,False,0.0
2166,28.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2621,28.0,False,TRAPPIST-1e,0.0,Mars,948.0,64.0,170.0,False,False,0.0
3989,18.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
1469,37.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
8503,22.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2121,27.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6920,42.0,False,TRAPPIST-1e,0.0,Mars,1318.0,1386.0,0.0,False,False,0.0
8341,24.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7772,12.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
7891,22.0,False,TRAPPIST-1e,0.0,Earth,0.0,6.0,0.0,False,False,733.0
5332,47.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
1499,35.0,False,TRAPPIST-1e,3621.0,Europa,305.0,0.0,320.0,True,False,341.0
998,26.0,False,TRAPPIST-1e,773.0,Earth,0.0,48.0,0.0,False,False,149.0
4427,30.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
7948,32.0,False,55 Cancri e,0.0,Europa,65.0,0.0,88.0,False,True,9811.0
6813,36.0,False,TRAPPIST-1e,129.0,Earth,0.0,0.0,177.0,False,False,444.0
2249,22.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3478,24.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7879,34.0,False,TRAPPIST-1e,1290.0,Earth,44.0,51.0,0.0,False,False,9.0
4927,31.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
8444,48.0,False,55 Cancri e,0.0,Earth,304.0,164.0,320.0,False,False,0.0
1224,4.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
7932,23.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3712,51.0,False,PSO J318.5-22,0.0,Earth,0.0,10.0,1098.0,False,False,0.0
5027,38.0,False,TRAPPIST-1e,0.0,Mars,0.0,363.0,7.0,False,False,3.0
2226,30.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
547,21.0,False,TRAPPIST-1e,0.0,Earth,0.0,625.0,110.0,False,False,0.0
6760,18.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8335,31.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2757,26.0,False,TRAPPIST-1e,8525.0,Europa,2050.0,0.0,270.0,False,False,636.0
4118,23.0,False,TRAPPIST-1e,153.0,Earth,0.0,11.0,646.0,False,False,0.0
4260,20.0,False,TRAPPIST-1e,93.0,Earth,631.0,0.0,0.0,False,False,0.0
4313,27.0,False,TRAPPIST-1e,4516.0,Europa,0.0,0.0,6167.0,False,False,5308.0
5891,20.0,False,TRAPPIST-1e,0.0,Earth,0.0,841.0,5.0,True,False,0.0
7188,33.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6620,54.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
3176,37.0,False,TRAPPIST-1e,0.0,Earth,190.0,2.0,799.0,False,False,0.0
7577,44.0,False,55 Cancri e,2311.0,Europa,9.0,0.0,633.0,True,False,1.0
3863,43.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
6256,15.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
2997,17.0,False,TRAPPIST-1e,382.0,Earth,0.0,402.0,0.0,False,False,7.0
144,17.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2155,47.0,False,55 Cancri e,428.0,Europa,1320.0,4.0,24.0,False,False,0.0
5463,20.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7231,27.0,False,TRAPPIST-1e,9.0,Europa,0.0,0.0,40.0,False,False,7621.0
1275,31.0,False,TRAPPIST-1e,782.0,Mars,43.0,1.0,660.0,False,False,0.0
6097,1.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7373,23.0,False,TRAPPIST-1e,2.0,Mars,1610.0,465.0,0.0,False,False,0.0
3370,29.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
3662,18.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,False,False,0.0
5926,43.0,False,TRAPPIST-1e,5329.0,Europa,2.0,0.0,7.0,True,False,0.0
948,60.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
5220,29.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,True,0.0
6025,40.0,False,TRAPPIST-1e,3729.0,Europa,773.0,43.0,10.0,True,False,0.0
2107,46.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5435,22.0,False,TRAPPIST-1e,511.0,Earth,104.0,254.0,425.0,False,False,4.0
7176,25.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
8461,33.0,False,TRAPPIST-1e,1876.0,Europa,0.0,0.0,1432.0,False,False,14.0
718,67.0,False,55 Cancri e,0.0,Mars,1.0,5.0,1022.0,False,False,151.0
7696,29.0,False,PSO J318.5-22,0.0,Earth,487.0,60.0,12.0,False,False,0.0
5705,34.0,False,TRAPPIST-1e,0.0,Mars,419.0,15.0,0.0,False,False,0.0
7726,27.0,False,TRAPPIST-1e,0.0,Earth,1007.0,0.0,9.0,False,False,0.0
567,9.0,False,55 Cancri e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
4682,79.0,False,TRAPPIST-1e,0.0,Earth,610.0,0.0,200.0,False,False,5.0
6151,57.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2894,15.0,False,55 Cancri e,57.0,Earth,62.0,2646.0,1104.0,False,False,312.0
6133,12.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5372,35.0,False,TRAPPIST-1e,7636.0,Europa,0.0,0.0,353.0,True,False,705.0
4839,39.0,False,55 Cancri e,0.0,Mars,98.0,125.0,0.0,False,False,1082.0
2661,20.0,False,TRAPPIST-1e,757.0,Earth,56.0,111.0,0.0,True,False,0.0
2702,9.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
6898,26.0,False,55 Cancri e,0.0,Earth,1.0,0.0,0.0,True,False,718.0
120,61.0,False,TRAPPIST-1e,334.0,Mars,2353.0,9.0,316.0,False,True,2.0
3793,14.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
1450,46.0,False,TRAPPIST-1e,0.0,Earth,0.0,533.0,277.0,False,False,0.0
5104,27.0,False,TRAPPIST-1e,1497.0,Mars,848.0,2.0,0.0,False,False,0.0
5428,40.0,False,TRAPPIST-1e,0.0,Earth,661.0,830.0,0.0,False,False,6.0
8261,19.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
4287,42.0,False,TRAPPIST-1e,0.0,Mars,4102.0,36.0,0.0,False,False,1825.0
8168,44.0,False,TRAPPIST-1e,3.0,Earth,266.0,2.0,0.0,False,False,748.0
6706,13.0,False,TRAPPIST-1e,0.0,Earth,244.0,100.0,423.0,False,False,14.0
8147,36.0,False,TRAPPIST-1e,98.0,Earth,0.0,456.0,277.0,False,False,70.0
4052,17.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
6631,27.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7996,25.0,False,55 Cancri e,3978.0,Europa,0.0,0.0,266.0,True,True,597.0
3843,16.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
1522,38.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
1191,51.0,False,TRAPPIST-1e,1.0,Earth,0.0,0.0,51.0,False,False,945.0
5460,44.0,False,55 Cancri e,496.0,Europa,0.0,99.0,317.0,False,False,5615.0
7297,37.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
2489,20.0,False,TRAPPIST-1e,790.0,Earth,4.0,0.0,15.0,False,False,0.0
5783,50.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7492,36.0,False,TRAPPIST-1e,244.0,Europa,0.0,0.0,5432.0,False,False,2302.0
1109,34.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
5764,28.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2075,14.0,False,TRAPPIST-1e,600.0,Earth,0.0,0.0,204.0,True,False,0.0
7484,26.0,False,TRAPPIST-1e,0.0,Earth,0.0,1.0,886.0,False,False,0.0
1175,37.0,False,55 Cancri e,4677.0,Europa,0.0,0.0,115.0,True,False,223.0
2916,0.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
7333,29.0,False,TRAPPIST-1e,0.0,Mars,1052.0,635.0,0.0,False,False,0.0
7973,56.0,False,55 Cancri e,3033.0,Europa,53.0,0.0,140.0,False,False,6102.0
3251,19.0,False,55 Cancri e,1347.0,Europa,0.0,0.0,1756.0,True,False,37.0
6713,62.0,False,TRAPPIST-1e,1.0,Mars,453.0,1911.0,0.0,False,False,0.0
1618,27.0,False,TRAPPIST-1e,1.0,Mars,103.0,49.0,2421.0,False,False,24.0
1474,18.0,False,TRAPPIST-1e,0.0,Earth,341.0,332.0,102.0,False,False,0.0
1902,21.0,False,TRAPPIST-1e,133.0,Earth,6.0,503.0,0.0,False,False,2.0
4231,26.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,False,False,0.0
5586,32.0,False,TRAPPIST-1e,5.0,Earth,0.0,0.0,64.0,False,False,0.0
5610,2.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5350,29.0,False,PSO J318.5-22,173.0,Earth,0.0,0.0,0.0,True,False,1155.0
3136,20.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
1898,24.0,False,PSO J318.5-22,0.0,Earth,662.0,0.0,0.0,False,False,9.0
8240,29.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
5032,42.0,False,TRAPPIST-1e,0.0,Earth,0.0,8.0,3409.0,False,False,0.0
4391,2.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
504,31.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
1072,22.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
3167,39.0,False,TRAPPIST-1e,178.0,Earth,505.0,181.0,0.0,False,False,0.0
4045,3.0,False,55 Cancri e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
7853,25.0,False,TRAPPIST-1e,0.0,Earth,0.0,0.0,788.0,False,False,3.0
1318,39.0,False,TRAPPIST-1e,190.0,Earth,386.0,0.0,489.0,False,False,0.0
8389,18.0,False,TRAPPIST-1e,822.0,Earth,13.0,27.0,0.0,False,False,46.0
8052,15.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
3171,65.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
5420,46.0,False,TRAPPIST-1e,1068.0,Europa,0.0,945.0,2587.0,False,False,811.0
7902,32.0,False,TRAPPIST-1e,158.0,Mars,857.0,0.0,33.0,False,False,0.0
1583,26.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,False,False,0.0
1909,42.0,True,55 Cancri e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8296,21.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
6486,23.0,False,55 Cancri e,0.0,Mars,71.0,1376.0,0.0,False,False,890.0
7017,13.0,True,PSO J318.5-22,0.0,Earth,0.0,0.0,0.0,True,False,0.0
5928,36.0,False,TRAPPIST-1e,9.0,Earth,78.0,0.0,0.0,True,False,841.0
6511,21.0,False,TRAPPIST-1e,0.0,Earth,0.0,901.0,3.0,False,False,0.0
5551,33.0,False,TRAPPIST-1e,94.0,Earth,48.0,756.0,308.0,False,False,0.0
8309,39.0,False,TRAPPIST-1e,798.0,Earth,0.0,0.0,56.0,True,False,0.0
1722,23.0,True,55 Cancri e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
7306,37.0,False,PSO J318.5-22,925.0,Earth,0.0,0.0,0.0,True,False,0.0
5886,52.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
8569,19.0,True,TRAPPIST-1e,0.0,Mars,0.0,0.0,0.0,True,False,0.0
7326,18.0,False,PSO J318.5-22,0.0,Earth,328.0,0.0,24.0,False,False,309.0
6275,59.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
729,27.0,False,TRAPPIST-1e,715.0,Earth,0.0,0.0,170.0,False,False,0.0
1937,23.0,False,TRAPPIST-1e,0.0,Earth,177.0,7.0,0.0,False,False,448.0
6099,51.0,False,TRAPPIST-1e,10.0,Earth,0.0,388.0,1380.0,False,False,0.0
6801,14.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
8193,25.0,False,TRAPPIST-1e,0.0,Mars,520.0,139.0,0.0,False,False,77.0
5387,19.0,False,PSO J318.5-22,0.0,Earth,5.0,0.0,716.0,False,False,0.0
4348,57.0,True,TRAPPIST-1e,0.0,Europa,0.0,0.0,0.0,True,False,0.0
2865,71.0,False,PSO J318.5-22,1284.0,Mars,924.0,10.0,9.0,False,False,0.0
6663,63.0,True,TRAPPIST-1e,0.0,Earth,0.0,0.0,0.0,True,False,0.0
8120,29.0,False,55 Cancri e,764.0,Europa,1.0,1.0,265.0,True,False,1539.0
